Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
STEWIE ,:,:,:,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
STIRLING ,28,13,10,9,16,12,9,5,8,8,5,12,5,9,5,6,:,4,:,3
STONE ,:,:,:,:,:,:,:,:,:,3,3,:,:,:,5,:,:,:,:,5
STORM ,5,12,7,6,14,12,9,9,8,14,12,13,11,12,6,20,23,13,12,8
STOYAN ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
STRUAN ,:,9,6,4,6,6,3,:,:,7,4,:,3,:,4,4,:,7,7,3
STUART ,29,32,21,36,42,47,60,50,69,82,95,100,108,107,140,158,180,223,316,405
STYLIANOS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SUAREZ ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUBAIR ,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUBAN ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
SUBEER ,:,:,:,3,:,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:
SUBER ,:,:,:,:,:,:,:,:,:,4,:,:,:,5,:,:,:,:,:,:
SUBHAAN ,26,32,44,44,47,42,48,74,54,40,45,37,38,31,20,18,10,16,10,6
SUBHAN ,63,77,93,90,103,86,87,83,86,60,46,53,50,31,28,26,26,17,10,14
SUCCESS ,:,3,3,3,6,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUDAIS ,13,17,13,22,16,11,11,11,8,11,6,3,:,4,3,:,:,:,:,:
SUDAYS ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUDEYS ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUFIAN ,4,13,11,4,11,11,8,10,11,5,8,10,8,3,7,8,4,3,6,6
SUFIYAAN ,:,3,:,:,:,3,5,5,5,7,5,3,6,4,:,:,:,:,3,:
SUFIYAN ,9,7,8,8,4,10,7,11,5,10,8,6,6,6,6,7,:,7,6,5
SUFYAAN ,22,31,23,33,25,30,36,23,32,36,33,28,24,39,26,22,32,22,19,11
SUFYAN ,41,41,47,38,47,38,40,43,37,27,37,32,27,19,18,20,18,14,24,17
SUHAAN ,7,9,:,7,8,7,6,11,4,4,:,:,:,:,:,:,:,:,:,:
SUHAIB ,16,9,13,9,15,18,18,24,15,10,16,12,10,14,7,7,7,11,3,7
SUHAIL ,8,6,8,7,13,15,12,13,10,17,13,12,17,22,20,17,20,19,23,21
SUHAN ,:,:,:,:,:,6,:,3,3,:,:,:,:,:,:,:,:,:,:,:
SUHAS ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUHAYB ,10,10,10,9,15,12,18,12,22,25,18,7,9,11,7,8,3,6,5,6
SUHAYL ,:,3,4,3,:,6,:,4,4,11,4,10,3,3,3,8,8,6,4,5
SUHEIB ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SUHEL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3
SUHEYB ,:,:,5,:,:,:,3,:,:,:,4,:,4,3,:,:,:,:,:,:
SUJAL ,:,:,:,:,:,3,4,:,:,8,:,5,:,:,:,:,:,:,:,:
SUJAN ,:,:,:,3,:,:,3,3,:,:,3,3,:,5,:,4,:,:,:,3
SUJAY ,3,:,:,:,:,:,5,:,:,:,3,3,:,:,:,:,:,:,:,:
SUJITH ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SUKHBIR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,6,:,:
SUKHDEEP ,:,:,:,:,:,3,4,:,:,:,4,:,3,6,5,5,6,6,3,3
SUKHDEV ,:,:,:,:,:,:,:,:,3,:,:,:,4,3,7,4,:,:,:,3
SUKHJEET ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:
SUKHJEEVAN ,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,:,3,5,3,3
SUKHJINDER ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,4,:,:
SUKHJOT ,:,:,4,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
SUKHMAN ,4,4,5,10,6,5,:,3,4,3,3,:,:,:,:,:,:,:,:,:
SUKHPAL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,3,:,:
SUKHPREET ,:,5,:,:,4,:,:,:,3,:,:,:,:,:,:,:,3,3,:,:
SUKHRAJ ,7,:,10,14,9,8,17,15,15,14,20,19,11,12,14,5,11,11,4,9
SUKHVEER ,:,:,4,:,:,:,6,:,:,:,3,:,3,:,:,:,4,:,3,:
SUKHVINDER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:
SUKHVIR ,:,:,:,:,3,:,:,:,:,:,:,:,5,:,3,3,3,9,3,:
SUKHWINDER ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,4,:
SUKRU ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
SULAIMAAN ,5,7,4,:,6,7,6,3,10,8,9,6,12,5,13,7,11,8,8,5
SULAIMAN ,88,86,70,58,67,53,63,56,49,50,46,40,30,50,50,29,41,31,25,10
SULAIMON ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
SULAMAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,4,3,3,:
SULAYMAAN ,5,6,8,3,:,3,6,5,6,3,7,4,3,6,9,:,3,5,:,:
SULAYMAN ,54,45,27,33,31,29,36,36,30,22,24,19,19,20,15,12,18,10,8,10
SULDAN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SULEIMAN ,28,23,16,12,14,16,13,5,17,12,11,11,13,9,8,7,3,9,4,3
SULEMAAN ,:,:,:,:,:,:,:,:,6,:,:,:,3,:,:,:,:,:,5,:
SULEMAN ,18,17,14,28,23,13,22,28,21,14,30,33,26,28,12,24,17,30,22,21
SULEYMAN ,12,11,10,11,10,10,5,13,11,15,9,13,6,3,4,6,:,7,3,7
SULIAMAN ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
SULIEMAN ,:,:,:,:,:,:,:,:,3,:,5,:,:,:,:,:,:,:,:,:
SULIMAAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
SULIMAN ,10,8,12,7,7,7,11,:,12,9,10,9,3,5,7,6,8,6,11,5
SULLIVAN ,65,64,44,24,43,29,22,23,24,16,16,20,10,10,9,3,4,11,5,5
SULLY ,5,6,3,3,7,:,:,:,:,3,4,:,:,:,:,:,:,:,:,:
SULMAN ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,5,:,:,6
SULTAN ,36,33,24,25,19,24,30,24,27,21,23,23,18,19,14,21,19,16,15,10
SUMAIR ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SUMEDH ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUMEET ,:,:,:,:,:,:,3,:,:,:,:,:,:,4,3,3,4,4,:,:
SUMIT ,:,:,:,:,:,3,:,5,4,3,4,:,3,:,:,3,3,:,3,:
SUNDEEP ,:,:,:,:,:,:,:,:,:,:,:,:,8,5,:,:,6,7,9,9
SUNG ,:,:,:,:,:,:,:,:,:,:,:,:,5,:,:,:,:,5,:,4
SUNI ,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:
SUNIL ,:,:,:,:,:,5,4,3,4,5,5,7,7,17,18,17,18,20,21,26
SUNJAY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4
SUNNI ,:,:,4,:,:,3,:,:,:,4,6,:,:,3,4,:,:,:,:,3
SUNNIE ,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SUNNY ,30,25,22,38,32,31,29,43,29,32,28,32,29,26,23,13,21,27,26,20
SUNRAJ ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
SUNVEER ,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUNVIR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SURAFEL ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SURAJ ,9,10,4,8,6,12,7,13,6,8,18,14,19,17,16,34,32,36,19,33
SUREN ,:,:,:,:,:,3,3,:,:,:,:,:,:,3,:,:,:,:,:,:
SURESH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:
SURIYA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SURJEET ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SURYA ,:,5,7,6,5,6,3,9,3,:,7,9,:,:,6,:,:,:,:,:
SURYANSH ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SUSHANT ,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:
SUTHARSAN ,:,:,:,3,:,:,:,:,:,:,:,:,:,3,3,3,:,:,:,:
SUVAN ,:,:,3,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:
SUYASH ,:,:,:,4,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
SUYEN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SUYOG ,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SVEN ,4,:,:,4,3,:,:,:,3,4,4,:,6,3,5,4,9,10,7,5
SWALEY ,:,:,:,3,:,:,4,:,:,3,:,:,:,:,:,:,:,:,:,:
SWARAN ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SWARUP ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
SWAYAM ,3,:,4,4,:,3,:,:,4,5,:,:,:,:,:,:,:,:,:,:
SWAYLEY ,3,4,4,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SWAYZE ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SWITHIN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
SY ,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
SYAM ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3
SYAN ,:,:,4,:,:,:,:,6,:,:,6,:,:,:,:,:,:,4,:,:
SYD ,8,4,3,4,6,:,7,6,11,8,8,10,10,8,3,3,5,:,:,:
SYDNEY ,33,35,33,24,24,26,39,23,29,25,19,17,20,23,17,17,20,12,15,13
SYED ,372,375,370,414,349,317,342,383,337,341,284,308,305,267,253,232,252,242,205,234
SYEDUL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
SYEED ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SYLAR ,:,:,4,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
SYLAS ,:,:,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SYLVAIN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,3
SYLVAN ,:,:,3,3,:,3,:,:,3,5,:,:,:,:,:,:,3,:,:,:
SYLVESTER ,15,7,9,7,13,3,7,6,7,6,6,4,7,4,5,:,3,:,3,5
SYLWESTER ,:,:,:,5,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
SYMEON ,5,:,:,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,4,:
SYMON ,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
SYON ,4,7,7,6,7,10,12,5,4,:,:,:,:,:,:,:,:,:,:,:
SYRUS ,3,5,6,:,8,7,7,5,7,6,4,:,:,4,:,:,3,:,5,:
SZABOLCS ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
SZYMON ,147,111,147,152,163,186,178,140,110,41,23,6,5,:,:,:,:,:,:,:
T ,4,:,4,5,7,6,8,11,13,17,20,12,:,6,4,5,4,:,:,:
T. ,:,:,:,:,:,:,:,:,:,3,:,:,:,6,:,:,:,:,:,:
T.J. ,:,:,:,:,:,:,:,:,:,3,:,4,:,:,:,:,:,:,3,:
TAAHA ,3,3,4,4,4,6,8,7,6,11,4,6,4,:,4,:,:,3,:,:
TAAHIR ,:,:,:,:,:,:,:,:,4,4,:,5,:,:,3,:,3,3,:,:
TAALIB ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
TAANISH ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAARIQ ,:,:,:,:,:,:,:,:,3,6,:,:,3,:,3,:,7,3,:,3
TAASEEN ,:,:,:,3,:,:,:,:,4,:,:,4,3,:,:,3,:,:,:,:
TAAVI ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
TABISH ,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:,4,:,:
TADAS ,4,:,4,4,6,5,:,:,3,:,4,4,:,:,:,:,:,:,:,:
TADEAS ,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TADEUSZ ,6,9,13,10,5,3,3,3,:,:,3,:,:,:,:,:,:,:,:,:
TADGH ,5,3,:,:,:,3,4,3,:,3,:,4,4,5,:,3,3,5,:,4
TADHG ,29,14,18,23,20,15,12,15,26,21,17,15,12,11,13,15,15,10,11,4
TADISA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TADIWA ,:,:,7,7,3,6,8,13,5,5,8,5,9,4,3,5,:,:,:,:
TADIWANASHE ,:,4,4,4,4,6,7,6,8,5,8,7,6,3,4,:,:,:,:,:
TAE ,:,:,3,6,:,4,4,:,5,3,8,4,:,:,4,:,:,:,:,:
TAEGAN ,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
TAEJON ,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TAELAN ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAELOR ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,3,:,:
TAEO ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAEVON ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAEYON ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAFADZWA ,3,:,3,5,:,:,5,5,:,8,4,8,:,5,:,:,:,:,:,:
TAFARA ,:,3,3,3,7,8,7,5,6,5,5,5,:,3,:,:,:,:,:,:
TAFARI ,10,6,7,3,9,8,5,14,11,12,9,10,7,8,7,5,5,:,3,5
TAFHEEM ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAHA ,45,56,62,52,57,73,57,46,45,39,49,38,19,26,22,17,12,6,13,9
TAHAA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAHAR ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
TAHEED ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
TAHEEM ,3,6,12,7,12,:,7,6,3,:,:,:,:,:,:,:,:,:,:,:
TAHEIM ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAHER ,:,5,:,6,:,9,4,3,5,6,5,4,7,:,9,3,7,6,8,:
TAHIR ,15,11,10,13,7,14,19,19,22,18,22,16,21,11,16,12,19,20,14,13
TAHIRUL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:
TAHJ ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,3,:,:
TAHLIL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
TAHMEED ,6,3,4,4,4,10,:,3,4,5,:,:,:,:,:,:,:,:,:,:
TAHMID ,13,8,13,15,11,23,18,20,17,18,21,25,24,21,21,16,18,19,28,17
TAHMIDUL ,:,:,3,:,:,:,:,:,:,:,:,3,:,4,:,:,:,:,3,3
TAHMIDUR ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,4,6,:,4
TAHMID-UR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
TAHMOOR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
TAHSEEN ,:,3,6,3,5,:,5,3,:,5,7,3,:,:,:,3,:,:,:,:
TAHSIN ,7,5,5,6,7,8,4,7,3,9,7,:,:,:,:,:,3,:,:,:
TAI ,21,26,16,23,32,44,31,37,26,35,36,36,41,39,26,34,22,16,16,10
TAIDEN ,:,:,:,:,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TAIDGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:
TAIG ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:,:,4,:,:
TAIGA ,3,:,4,:,:,4,:,:,:,:,3,:,:,:,:,3,:,:,:,:
TAIGAN ,3,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TAIGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
TAIKI ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,3,:,:,:
TAILOR ,:,:,:,:,:,3,6,3,:,:,:,:,4,4,:,:,:,:,:,:
TAIM ,13,3,7,:,4,3,3,3,:,:,:,:,:,:,:,:,:,:,:,:
TAIMOOR ,3,:,:,:,:,:,:,:,:,:,3,5,:,:,4,:,:,6,:,3
TAIMUR ,:,:,:,:,3,:,:,3,:,:,3,:,:,:,5,:,:,:,3,:
TAIN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
TAINE ,:,3,:,5,4,:,4,7,7,6,5,7,13,7,6,13,15,7,:,:
TAIO ,13,18,16,29,16,35,28,21,9,:,:,4,:,:,:,:,:,:,:,:
TAION ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAIT ,5,9,6,9,10,9,9,6,4,:,5,9,:,4,3,3,:,:,3,5
TAITE ,:,3,6,3,6,4,6,4,3,5,5,11,:,3,:,4,:,4,:,:
TAIWO ,7,5,10,5,7,5,5,6,6,5,3,7,3,:,8,8,7,7,5,8
TAIYAB ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
TAIYO ,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:
TAIYON ,:,:,:,:,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAJ ,:,:,9,6,:,5,:,3,:,6,5,9,6,:,:,3,6,6,:,4
TAJAUN ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TAJAY ,:,:,:,:,:,3,3,3,:,:,3,3,3,3,:,:,:,:,:,:
TAJINDER ,:,:,:,:,:,:,:,:,:,:,:,3,:,5,:,:,4,4,3,4
TAJUS ,24,21,17,16,16,14,7,5,3,:,:,:,:,:,:,:,:,:,:,:
TAJVEER ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAJWAR ,:,:,:,:,:,:,:,:,:,:,:,5,:,:,3,3,:,:,:,:
TAKONDWA ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:
TAKSH ,:,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAKUDZWA ,3,:,4,:,7,6,7,6,5,9,5,11,3,9,5,:,:,:,:,:
TAKUDZWANASHE ,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
TAKUMA ,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
TAKUMI ,3,:,:,:,3,:,:,:,3,:,5,:,3,5,:,:,:,:,:,3
TAKUNDA ,4,:,4,3,:,4,3,8,8,7,7,5,5,:,:,:,:,:,:,:
TAL ,:,:,3,:,3,7,3,:,5,:,6,3,4,4,4,5,3,4,:,4
TALAHA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
TALAL ,3,5,9,5,14,9,12,5,14,7,:,6,7,5,6,3,:,7,4,7
TALAN ,3,4,:,:,4,5,7,13,21,6,5,:,:,3,6,:,:,:,4,:
TALAT ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
TALEB ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TALEN ,:,:,3,:,3,:,4,4,3,:,:,:,:,:,3,:,:,:,:,3
TALHA ,63,50,58,59,48,63,62,43,39,54,49,51,34,31,30,26,28,22,16,22
TALHAA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TALHAH ,4,9,4,7,3,12,14,14,13,13,22,11,19,17,11,10,10,9,8,8
TALIB ,:,:,:,:,:,:,4,4,5,4,:,7,6,3,:,:,:,:,:,:
TALIESIN ,10,15,10,9,14,16,16,15,16,12,10,7,8,9,9,10,9,5,8,8
TALIN ,:,3,:,:,:,4,:,5,:,:,:,:,:,:,:,:,:,:,:,:
TALIS ,:,4,:,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:
TALLAN ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
TALLEN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
TALLIS ,:,:,:,:,:,4,3,3,3,:,:,:,:,3,3,:,:,5,:,:
TALLON ,:,:,:,:,3,:,:,:,:,4,4,4,:,3,:,3,3,:,3,5
TALON ,4,3,5,10,6,4,:,11,:,3,3,5,6,6,4,:,4,:,:,:
TALVIN ,:,4,:,:,:,3,:,:,5,9,3,5,6,8,3,6,5,4,3,:
TALVINDER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5,3,3,:,:,3
TALYN ,:,:,:,:,:,:,4,3,:,:,:,:,4,5,:,:,:,:,:,:
TAM ,:,3,:,3,:,3,:,3,:,:,:,3,6,3,4,:,3,:,3,3
TAMAN ,:,4,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAMAR ,:,:,:,:,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,3
TAMARI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAMAS ,4,3,5,10,4,4,5,4,:,:,:,:,:,:,:,:,:,:,4,:
TAMAY ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAMEEM ,7,8,6,7,10,10,11,13,9,4,5,8,3,6,4,3,4,3,3,5
TAMER ,3,7,5,3,:,6,7,9,6,:,7,10,:,:,5,5,:,5,:,5
TAMIM ,12,17,16,15,14,14,6,11,19,12,4,6,5,:,3,:,3,3,3,:
TAMIR ,:,:,4,3,:,:,8,3,4,5,3,3,3,3,5,:,:,3,:,3
TAMJEED ,3,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAMJID ,5,:,3,5,6,3,4,3,3,6,:,:,:,4,4,3,:,4,:,:
TAMLIN ,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
TAMOOR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,:
TAMSEEL ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAMZID ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAN ,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TANA ,:,:,:,:,:,:,:,3,:,4,5,:,:,:,:,:,:,:,:,:
TANAKA ,6,6,7,9,5,15,10,13,11,13,12,17,16,4,4,3,:,:,:,:
TANATSWA ,:,:,:,:,:,7,4,7,:,3,7,3,4,:,:,:,:,:,:,:
TANAV ,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
TANAY ,6,11,12,5,8,5,6,9,3,5,12,5,6,3,:,4,:,3,:,:
TANBEER ,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:
TANBIR ,:,:,:,3,:,:,3,7,:,:,:,3,5,:,4,4,5,3,6,:
TANCREDI ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TANE ,:,:,:,3,:,10,4,6,8,6,3,3,:,:,:,5,4,:,:,:
TANER ,3,:,:,3,:,:,:,4,4,3,3,3,4,:,5,:,4,4,4,3
TANIELA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TANIM ,:,:,:,:,4,:,:,3,:,:,:,:,:,:,:,:,:,3,:,:
TANIS ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,:,3,:,4,5
TANISH ,13,5,11,14,5,12,10,8,10,6,5,:,:,:,:,:,3,:,:,:
TANISHQ ,:,:,3,4,:,:,:,:,5,3,:,:,:,:,:,:,:,:,:,:
TANITOLUWA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TANJIM ,:,:,:,:,:,:,5,3,:,:,:,:,:,:,:,:,:,:,:,:
TANMAY ,3,:,3,3,:,5,6,3,:,:,3,:,:,:,3,:,:,:,:,:
TANNER ,8,15,10,6,5,4,7,6,9,3,7,7,4,:,8,6,3,5,6,3
TANRAJ ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
TANUJ ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TANUSH ,5,5,10,5,8,6,:,6,:,:,5,:,:,:,:,:,:,:,:,:
TANVEER ,6,11,9,13,14,17,6,14,8,12,11,5,8,8,7,11,9,7,8,5
TANVIR ,10,6,5,6,7,13,14,12,12,19,12,17,18,22,15,10,22,15,23,16
TANWEER ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
TANWIR ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
TANZEEL ,3,:,:,3,5,4,:,:,3,:,:,:,:,:,:,3,4,8,3,4
TANZIL ,4,3,:,5,4,3,6,6,5,:,4,:,3,3,:,7,:,:,:,:
TANZIM ,:,:,:,4,:,4,6,:,:,:,:,:,4,:,:,:,3,:,3,4
TAO ,5,8,9,5,6,12,7,8,7,7,8,6,4,6,7,:,6,:,:,:
TAOFEEK ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
TAONA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
TAPIWA ,:,:,3,4,3,4,8,3,5,6,7,6,3,3,4,:,:,:,:,:
TAPIWANASHE ,:,4,3,:,4,5,4,4,4,3,3,:,:,:,:,:,:,:,:,:
TAQI ,:,:,:,:,:,:,:,3,:,:,:,:,3,3,:,:,:,:,:,:
TARAK ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
TARAN ,42,30,46,53,41,40,55,60,61,50,47,58,59,54,45,45,36,33,29,31
TARANDEEP ,:,:,:,3,3,3,:,3,3,3,:,4,4,3,4,3,5,5,6,10
TARANJIT ,:,:,:,:,:,:,:,:,:,:,4,5,3,:,:,3,5,4,4,3
